,ID,Sp_name,Sci_name,Group,ISSCAAP,Country,Fishing_area,AQ_median,AQ_q25,AQ_q75,AQ_medianNOW,AQ_q25NOW,AQ_q75NOW,Net_Median,Net_q25,Net_q75,Larval_M,Adult_M,CAPSUM_tonnes,AQSUM_tonnes,Positive,Percent_spared
677,"Aequipecten opercularis_France_Atlantic, Northeast",Queen scallop,Aequipecten opercularis,mollusc,"Scallops, pectens",France,"Atlantic, Northeast",450.7,394.4,525.8,985.92,985.92,985.92,535.22,460.12,591.52,0.68,0.48,1896,0,1,0.28
678,"Aequipecten opercularis_Ireland_Atlantic, Northeast",Queen scallop,Aequipecten opercularis,mollusc,"Scallops, pectens",Ireland,"Atlantic, Northeast",20,17.5,23.3,43.68,43.68,43.68,23.68,20.38,26.18,0.68,0.48,84,0,1,0.28
679,"Aequipecten opercularis_Isle of Man_Atlantic, Northeast",Queen scallop,Aequipecten opercularis,mollusc,"Scallops, pectens",Isle of Man,"Atlantic, Northeast",588.3,514.8,686.4,1287,1287,1287,698.7,600.6,772.2,0.68,0.48,2475,0,1,0.28
680,"Aequipecten opercularis_Spain_Atlantic, Northeast",Queen scallop,Aequipecten opercularis,mollusc,"Scallops, pectens",Spain,"Atlantic, Northeast",18.5,16.2,21.6,39.92,39.92,40.02,21.42,18.42,23.72,0.68,0.48,76,1.847,1,0.28
681,"Aequipecten opercularis_United Kingdom_Atlantic, Northeast",Queen scallop,Aequipecten opercularis,mollusc,"Scallops, pectens",United Kingdom,"Atlantic, Northeast",2531.7,2215.2,2953.6,5536.38,5536.08,5536.58,3004.68,2582.98,3320.88,0.68,0.48,10644,6,1,0.28
682,"Argopecten ventricosus_Mexico_Pacific, Eastern Central",Pacific calico scallop,Argopecten ventricosus,mollusc,"Scallops, pectens",Mexico,"Pacific, Eastern Central",1.5,1.3,1.8,52.58,52.58,52.58,51.08,50.78,51.28,0.98,0.78,239,0,1,0.21
683,"Aulacomya ater_Chile_Pacific, Southeast",Cholga mussel,Aulacomya ater,mollusc,Mussels,Chile,"Pacific, Southeast",970.4,849.1,1132.1,3109.2,3094.9,3128.4,2138.8,1996.3,2245.8,0.8,0.6,7486,1005,1,0.29
684,"Aulacomya ater_Peru_Pacific, Southeast",Cholga mussel,Aulacomya ater,mollusc,Mussels,Peru,"Pacific, Southeast",420.8,368.2,490.9,1472.8,1472.8,1472.8,1052,981.9,1104.6,0.8,0.6,3682,0,1,0.29
685,Chamelea gallina_Albania_Mediterranean and Black Sea,Striped venus,Chamelea gallina,mollusc,"Clams, cockles, arkshells",Albania,Mediterranean and Black Sea,0.2,0.2,0.3,0.52,0.52,0.52,0.32,0.22,0.32,0.68,0.48,1,0,1,0.32
686,"Chamelea gallina_France_Atlantic, Northeast",Striped venus,Chamelea gallina,mollusc,"Clams, cockles, arkshells",France,"Atlantic, Northeast",143.1,125.2,167,313.04,313.04,313.04,169.94,146.04,187.84,0.68,0.48,602,0,1,0.28
687,Chamelea gallina_Greece_Mediterranean and Black Sea,Striped venus,Chamelea gallina,mollusc,"Clams, cockles, arkshells",Greece,Mediterranean and Black Sea,30,26.2,34.9,65.52,65.52,65.52,35.52,30.62,39.32,0.68,0.48,126,0,1,0.28
688,Chamelea gallina_Italy_Mediterranean and Black Sea,Striped venus,Chamelea gallina,mollusc,"Clams, cockles, arkshells",Italy,Mediterranean and Black Sea,3870.7,3386.9,4515.8,8467.16,8467.16,8467.16,4596.46,3951.36,5080.26,0.68,0.48,16283,0,1,0.28
689,"Chamelea gallina_Netherlands_Atlantic, Northeast",Striped venus,Chamelea gallina,mollusc,"Clams, cockles, arkshells",Netherlands,"Atlantic, Northeast",68.2,59.7,79.6,149.24,149.24,149.24,81.04,69.64,89.54,0.68,0.48,287,0,1,0.28
690,"Chamelea gallina_Portugal_Atlantic, Northeast",Striped venus,Chamelea gallina,mollusc,"Clams, cockles, arkshells",Portugal,"Atlantic, Northeast",20.9,18.3,24.4,45.76,45.76,45.76,24.86,21.36,27.46,0.68,0.48,88,0,1,0.28
691,"Chamelea gallina_Spain_Atlantic, Northeast",Striped venus,Chamelea gallina,mollusc,"Clams, cockles, arkshells",Spain,"Atlantic, Northeast",643.8,563.3,751,1408.16,1408.16,1408.16,764.36,657.16,844.86,0.68,0.48,2708,0,1,0.28
692,Chamelea gallina_Spain_Mediterranean and Black Sea,Striped venus,Chamelea gallina,mollusc,"Clams, cockles, arkshells",Spain,Mediterranean and Black Sea,0.7,0.6,0.8,1.56,1.56,1.56,0.86,0.76,0.96,0.68,0.48,3,0,1,0.29
693,Chamelea gallina_Turkey_Mediterranean and Black Sea,Striped venus,Chamelea gallina,mollusc,"Clams, cockles, arkshells",Turkey,Mediterranean and Black Sea,4975.8,4353.9,5805.1,10884.64,10884.64,10884.64,5908.84,5079.54,6530.74,0.68,0.48,20932,0,1,0.28
694,Chlamys varia_Croatia_Mediterranean and Black Sea,Variegated scallop,Chlamys varia,mollusc,"Scallops, pectens",Croatia,Mediterranean and Black Sea,2.9,2.5,3.3,8.36,8.36,8.36,5.46,5.06,5.86,0.76,0.56,19,0,1,0.29
695,"Choromytilus chorus_Chile_Pacific, Southeast",Choro mussel,Choromytilus chorus,mollusc,Mussels,Chile,"Pacific, Southeast",267.3,233.9,311.9,738.2,728.3,751.3,470.9,439.4,494.4,0.8,0.6,1648,691,1,0.29
698,"Crassostrea rhizophorae_Dominican Republic_Atlantic, Western Central",Mangrove cupped oyster,Crassostrea rhizophorae,mollusc,Oysters,Dominican Republic,"Atlantic, Western Central",0,0,0,1.1,1.1,1.1,1.1,1.1,1.1,0.98,0.78,5,0,1,0.22
699,"Crassostrea rhizophorae_Nicaragua_Atlantic, Western Central",Mangrove cupped oyster,Crassostrea rhizophorae,mollusc,Oysters,Nicaragua,"Atlantic, Western Central",0,0,0,0.88,0.88,0.88,0.88,0.88,0.88,0.98,0.78,4,0,1,0.22
700,Donax spp_Italy_Mediterranean and Black Sea,Donax clams,Donax spp,mollusc,"Clams, cockles, arkshells",Italy,Mediterranean and Black Sea,94,82.2,109.6,274.12,274.12,274.12,180.12,164.52,191.92,0.76,0.56,623,0,1,0.29
701,"Donax spp_Portugal_Atlantic, Northeast",Donax clams,Donax spp,mollusc,"Clams, cockles, arkshells",Portugal,"Atlantic, Northeast",29.3,25.6,34.1,85.36,85.36,85.36,56.06,51.26,59.76,0.76,0.56,194,0,1,0.29
702,"Donax spp_South Africa_Atlantic, Southeast",Donax clams,Donax spp,mollusc,"Clams, cockles, arkshells",South Africa,"Atlantic, Southeast",5.4,4.8,6.3,15.84,15.84,15.84,10.44,9.54,11.04,0.76,0.56,36,0,1,0.29
703,Donax spp_Spain_Mediterranean and Black Sea,Donax clams,Donax spp,mollusc,"Clams, cockles, arkshells",Spain,Mediterranean and Black Sea,0.1,0.1,0.2,0.44,0.44,0.44,0.34,0.24,0.34,0.76,0.56,1,0,1,0.34
706,Mya arenaria_Bulgaria_Mediterranean and Black Sea,Sand gaper,Mya arenaria,mollusc,"Clams, cockles, arkshells",Bulgaria,Mediterranean and Black Sea,35.8,31.3,41.7,192.72,192.72,192.72,156.92,151.02,161.42,0.87,0.67,584,0,1,0.27
707,"Mya arenaria_Canada_Atlantic, Northwest",Sand gaper,Mya arenaria,mollusc,"Clams, cockles, arkshells",Canada,"Atlantic, Northwest",111,97.1,129.5,597.63,597.63,597.63,486.63,468.13,500.53,0.87,0.67,1811,0,1,0.27
708,"Mya arenaria_Ireland_Atlantic, Northeast",Sand gaper,Mya arenaria,mollusc,"Clams, cockles, arkshells",Ireland,"Atlantic, Northeast",0.1,0.1,0.1,0.33,0.33,0.33,0.23,0.23,0.23,0.87,0.67,1,0,1,0.23
709,"Mya arenaria_United Kingdom_Atlantic, Northeast",Sand gaper,Mya arenaria,mollusc,"Clams, cockles, arkshells",United Kingdom,"Atlantic, Northeast",2.1,1.8,2.4,11.22,11.22,11.22,9.12,8.82,9.42,0.87,0.67,34,0,1,0.27
710,"Mya arenaria_United States of America_Atlantic, Northwest",Sand gaper,Mya arenaria,mollusc,"Clams, cockles, arkshells",United States of America,"Atlantic, Northwest",351,307.1,409.5,1873.25,1872.75,1873.85,1522.25,1464.35,1565.65,0.87,0.67,5665,62,1,0.27
711,"Mytilus chilensis_Chile_Pacific, Southeast",Chilean mussel,Mytilus chilensis,mollusc,Mussels,Chile,"Pacific, Southeast",16609.5,14533.3,19377.7,17173.98,15112.38,19922.78,564.48,545.08,579.08,0.88,0.68,2129,300648,1,0.27
712,"Mytilus coruscus_Korea, Republic of_Pacific, Northwest",Korean mussel,Mytilus coruscus,mollusc,Mussels,"Korea, Republic of","Pacific, Northwest",14661.5,12828.8,17105.1,15010.58,13219.08,17399.28,349.08,294.18,390.28,0.66,0.46,1257,54642,1,0.28
713,"Mytilus edulis_Denmark_Atlantic, Northeast",Blue mussel,Mytilus edulis,mollusc,Mussels,Denmark,"Atlantic, Northeast",28296.5,24759.4,33012.6,34432.53,34258.33,34664.63,6136.03,1652.03,9498.93,0.43,0.23,42909,2221,1,0.14
714,"Mytilus edulis_France_Atlantic, Northeast",Blue mussel,Mytilus edulis,mollusc,Mussels,France,"Atlantic, Northeast",29465.3,25782.1,34376.1,29535.88,25891.38,34395.18,70.58,19.08,109.28,0.43,0.23,494,46500,1,0.14
715,"Mytilus edulis_Germany_Atlantic, Northeast",Blue mussel,Mytilus edulis,mollusc,Mussels,Germany,"Atlantic, Northeast",27905.3,24417.1,32556.1,31085.84,29340.94,33412.44,3180.54,856.34,4923.84,0.43,0.23,22242,22264,1,0.14
716,"Mytilus edulis_Iceland_Atlantic, Northeast",Blue mussel,Mytilus edulis,mollusc,Mussels,Iceland,"Atlantic, Northeast",48.9,42.8,57.1,50.3,45,57.4,1.4,0.3,2.2,0.43,0.23,10,68,1,0.14
717,"Mytilus edulis_Portugal_Atlantic, Northeast",Blue mussel,Mytilus edulis,mollusc,Mussels,Portugal,"Atlantic, Northeast",287.7,251.9,335.8,353.43,353.43,353.43,65.73,17.63,101.53,0.43,0.23,459,0,1,0.14
718,"Mytilus edulis_Spain_Atlantic, Northeast",Blue mussel,Mytilus edulis,mollusc,Mussels,Spain,"Atlantic, Northeast",58.4,51,68,71.61,71.61,71.61,13.21,3.61,20.61,0.43,0.23,93,0,1,0.14
719,"Mytilus edulis_United Kingdom_Atlantic, Northeast",Blue mussel,Mytilus edulis,mollusc,Mussels,United Kingdom,"Atlantic, Northeast",7283.8,6373.4,8497.9,7515.09,6731.29,8560.09,231.29,62.19,357.89,0.43,0.23,1617,10000,1,0.14
720,"Mytilus edulis_United States of America_Atlantic, Northwest",Blue mussel,Mytilus edulis,mollusc,Mussels,United States of America,"Atlantic, Northwest",7609.2,6658.1,8877.5,9026.57,8852.17,9258.97,1417.37,381.47,2194.07,0.43,0.23,9911,2225,1,0.14
721,Mytilus galloprovincialis_Albania_Mediterranean and Black Sea,Mediterranean mussel,Mytilus galloprovincialis,mollusc,Mussels,Albania,Mediterranean and Black Sea,17.8,15.6,20.7,24.08,22.08,26.88,6.38,6.18,6.48,0.88,0.68,24,300,1,0.27
722,Mytilus galloprovincialis_Bulgaria_Mediterranean and Black Sea,Mediterranean mussel,Mytilus galloprovincialis,mollusc,Mussels,Bulgaria,Mediterranean and Black Sea,218,190.7,254.3,228.82,201.82,264.72,10.82,10.42,11.12,0.88,0.68,41,3931.9,1,0.26
723,Mytilus galloprovincialis_Croatia_Mediterranean and Black Sea,Mediterranean mussel,Mytilus galloprovincialis,mollusc,Mussels,Croatia,Mediterranean and Black Sea,41.2,36.1,48.1,55.26,50.46,61.66,14.06,13.56,14.46,0.88,0.68,53,698.7,1,0.27
724,Mytilus galloprovincialis_France_Mediterranean and Black Sea,Mediterranean mussel,Mytilus galloprovincialis,mollusc,Mussels,France,Mediterranean and Black Sea,530.2,464,618.6,574.32,509.12,661.12,44.12,42.52,45.12,0.88,0.68,166,9500,1,0.27
725,Mytilus galloprovincialis_Greece_Mediterranean and Black Sea,Mediterranean mussel,Mytilus galloprovincialis,mollusc,Mussels,Greece,Mediterranean and Black Sea,1281.4,1121.2,1495,1300.22,1140.62,1513.22,18.82,18.22,19.42,0.88,0.68,71,23288.6,1,0.27
726,Mytilus galloprovincialis_Romania_Mediterranean and Black Sea,Mediterranean mussel,Mytilus galloprovincialis,mollusc,Mussels,Romania,Mediterranean and Black Sea,5.1,4.4,5.9,23.06,22.96,23.36,17.96,17.46,18.56,0.88,0.68,68,24.64,1,0.26
727,Mytilus galloprovincialis_Russian Federation_Mediterranean and Black Sea,Mediterranean mussel,Mytilus galloprovincialis,mollusc,Mussels,Russian Federation,Mediterranean and Black Sea,0.2,0.2,0.2,0.96,0.96,0.96,0.76,0.76,0.76,0.88,0.68,3,0,1,0.25
728,Mytilus galloprovincialis_Tunisia_Mediterranean and Black Sea,Mediterranean mussel,Mytilus galloprovincialis,mollusc,Mussels,Tunisia,Mediterranean and Black Sea,2.9,2.5,3.4,16.96,16.96,16.96,14.06,13.56,14.46,0.88,0.68,53,0,1,0.27
729,Mytilus galloprovincialis_Turkey_Mediterranean and Black Sea,Mediterranean mussel,Mytilus galloprovincialis,mollusc,Mussels,Turkey,Mediterranean and Black Sea,22.3,19.6,26,42.96,40.76,46.06,20.66,20.06,21.16,0.88,0.68,78,329,1,0.26
730,Mytilus galloprovincialis_Ukraine_Mediterranean and Black Sea,Mediterranean mussel,Mytilus galloprovincialis,mollusc,Mussels,Ukraine,Mediterranean and Black Sea,28,24.5,32.7,163.52,163.52,163.52,135.52,130.82,139.02,0.88,0.68,511,0,1,0.27
731,"Mytilus platensis_Uruguay_Atlantic, Southwest",River Plata mussel,Mytilus platensis,mollusc,Mussels,Uruguay,"Atlantic, Southwest",2.1,1.8,2.4,5.85,5.85,5.85,3.75,3.45,4.05,0.75,0.55,13,0,1,0.29
732,"Ostrea chilensis_Chile_Pacific, Southeast",Chilean flat oyster,Ostrea chilensis,mollusc,Oysters,Chile,"Pacific, Southeast",20.6,18,24,49.87,48.17,52.17,29.27,28.17,30.17,0.87,0.67,109,227,1,0.27
733,Pecten jacobaeus_Croatia_Mediterranean and Black Sea,Great Mediterranean scallop,Pecten jacobaeus,mollusc,"Scallops, pectens",Croatia,Mediterranean and Black Sea,37.5,32.9,43.8,61.11,61.11,61.11,23.61,17.31,28.21,0.57,0.37,97,0.066,1,0.24
734,Pecten jacobaeus_France_Mediterranean and Black Sea,Great Mediterranean scallop,Pecten jacobaeus,mollusc,"Scallops, pectens",France,Mediterranean and Black Sea,0.4,0.3,0.4,0.63,0.63,0.63,0.23,0.23,0.33,0.57,0.37,1,0,1,0.23
735,Pecten jacobaeus_Italy_Mediterranean and Black Sea,Great Mediterranean scallop,Pecten jacobaeus,mollusc,"Scallops, pectens",Italy,Mediterranean and Black Sea,68.9,60.3,80.4,112.14,112.14,112.14,43.24,31.74,51.84,0.57,0.37,178,0,1,0.24
736,"Pecten maximus_Belgium_Atlantic, Northeast",Great Atlantic scallop,Pecten maximus,mollusc,"Scallops, pectens",Belgium,"Atlantic, Northeast",57.7,50.5,67.3,269.15,269.15,269.15,211.45,201.85,218.65,0.85,0.65,769,0,1,0.27
737,"Pecten maximus_Channel Islands_Atlantic, Northeast",Great Atlantic scallop,Pecten maximus,mollusc,"Scallops, pectens",Channel Islands,"Atlantic, Northeast",27.3,23.8,31.8,127.05,127.05,127.05,99.75,95.25,103.25,0.85,0.65,363,0.4,1,0.27
738,"Pecten maximus_France_Atlantic, Northeast",Great Atlantic scallop,Pecten maximus,mollusc,"Scallops, pectens",France,"Atlantic, Northeast",1846.2,1615.4,2153.9,8615.6,8615.6,8615.6,6769.4,6461.7,7000.2,0.85,0.65,24616,0,1,0.28
739,"Pecten maximus_Ireland_Atlantic, Northeast",Great Atlantic scallop,Pecten maximus,mollusc,"Scallops, pectens",Ireland,"Atlantic, Northeast",163.1,142.7,190.2,751.85,751.55,752.25,588.75,562.05,608.85,0.85,0.65,2141,33,1,0.27
740,"Pecten maximus_Isle of Man_Atlantic, Northeast",Great Atlantic scallop,Pecten maximus,mollusc,"Scallops, pectens",Isle of Man,"Atlantic, Northeast",236.4,206.8,275.8,1103.2,1103.2,1103.2,866.8,827.4,896.4,0.85,0.65,3152,0,1,0.28
741,"Pecten maximus_Netherlands_Atlantic, Northeast",Great Atlantic scallop,Pecten maximus,mollusc,"Scallops, pectens",Netherlands,"Atlantic, Northeast",0.1,0.1,0.1,0.35,0.35,0.35,0.25,0.25,0.25,0.85,0.65,1,0,1,0.25
742,"Pecten maximus_Norway_Atlantic, Northeast",Great Atlantic scallop,Pecten maximus,mollusc,"Scallops, pectens",Norway,"Atlantic, Northeast",41.8,36.6,48.8,192,191.9,192.1,150.2,143.3,155.3,0.85,0.65,546,11.5,1,0.28
743,"Pecten maximus_Spain_Atlantic, Northeast",Great Atlantic scallop,Pecten maximus,mollusc,"Scallops, pectens",Spain,"Atlantic, Northeast",5.1,4.5,5.9,23.8,23.8,23.8,18.7,17.9,19.3,0.85,0.65,68,0,1,0.28
744,"Pecten maximus_United Kingdom_Atlantic, Northeast",Great Atlantic scallop,Pecten maximus,mollusc,"Scallops, pectens",United Kingdom,"Atlantic, Northeast",2120.3,1855.2,2473.6,9893.4,9893.4,9893.5,7773.1,7419.9,8038.2,0.85,0.65,28266,4,1,0.27
745,"Perna perna_Venezuela, Boliv Rep of_Atlantic, Western Central",South American rock mussel,Perna perna,mollusc,Mussels,"Venezuela, Boliv Rep of","Atlantic, Western Central",37.1,32.4,43.3,46.92,46.52,47.62,9.82,4.32,14.12,0.46,0.26,58,7,1,0.17
746,"Perna viridis_Indonesia_Indian Ocean, Eastern",Green mussel,Perna viridis,mollusc,Mussels,Indonesia,"Indian Ocean, Eastern",128.6,112.5,150,599.9,599.9,599.9,471.3,449.9,487.4,0.85,0.65,1714,0,1,0.27
747,"Perna viridis_Indonesia_Pacific, Western Central",Green mussel,Perna viridis,mollusc,Mussels,Indonesia,"Pacific, Western Central",771.2,674.8,899.7,3599.05,3599.05,3599.05,2827.85,2699.35,2924.25,0.85,0.65,10283,0,1,0.28
748,"Perna viridis_Philippines_Pacific, Western Central",Green mussel,Perna viridis,mollusc,Mussels,Philippines,"Pacific, Western Central",1409.8,1233.6,1644.8,1416.15,1240.15,1650.85,6.35,6.05,6.55,0.85,0.65,23,18775,1,0.28
749,"Saxidomus giganteus_Canada_Pacific, Northeast",Butter clam,Saxidomus giganteus,mollusc,"Clams, cockles, arkshells",Canada,"Pacific, Northeast",64.7,56.6,75.5,188.76,188.76,188.76,124.06,113.26,132.16,0.76,0.56,429,0,1,0.29
750,"Saxidomus giganteus_United States of America_Pacific, Northeast",Butter clam,Saxidomus giganteus,mollusc,"Clams, cockles, arkshells",United States of America,"Pacific, Northeast",16.3,14.3,19,43.8,43.5,44.1,27.5,25.1,29.2,0.76,0.56,95,13,1,0.29
751,Sepia officinalis_Albania_Mediterranean and Black Sea,Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",Albania,Mediterranean and Black Sea,2.2,2,2.6,22.41,22.41,22.41,20.21,19.81,20.41,0.93,0.73,83,0,1,0.24
752,Sepia officinalis_Algeria_Mediterranean and Black Sea,Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",Algeria,Mediterranean and Black Sea,11.6,10.2,13.6,116.1,116.1,116.1,104.5,102.5,105.9,0.93,0.73,430,0,1,0.24
753,"Sepia officinalis_Belgium_Atlantic, Northeast",Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",Belgium,"Atlantic, Northeast",24,21,28,239.76,239.76,239.76,215.76,211.76,218.76,0.93,0.73,888,0,1,0.24
754,"Sepia officinalis_Channel Islands_Atlantic, Northeast",Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",Channel Islands,"Atlantic, Northeast",0.2,0.2,0.3,2.43,2.43,2.43,2.23,2.13,2.23,0.93,0.73,9,0,1,0.25
755,Sepia officinalis_Croatia_Mediterranean and Black Sea,Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",Croatia,Mediterranean and Black Sea,3,2.6,3.5,29.97,29.97,29.97,26.97,26.47,27.37,0.93,0.73,111,0,1,0.24
756,Sepia officinalis_Cyprus_Mediterranean and Black Sea,Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",Cyprus,Mediterranean and Black Sea,0.8,0.6,0.9,7.56,7.56,7.56,6.76,6.66,6.96,0.93,0.73,28,0,1,0.24
757,"Sepia officinalis_France_Atlantic, Northeast",Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",France,"Atlantic, Northeast",249.2,218.1,290.7,2492.1,2492.1,2492.1,2242.9,2201.4,2274,0.93,0.73,9230,0,1,0.24
758,Sepia officinalis_France_Mediterranean and Black Sea,Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",France,Mediterranean and Black Sea,4.1,3.6,4.8,41.04,41.04,41.04,36.94,36.24,37.44,0.93,0.73,152,0,1,0.24
759,"Sepia officinalis_Greece_Atlantic, Eastern Central",Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",Greece,"Atlantic, Eastern Central",0.7,0.6,0.8,7.29,7.29,7.29,6.59,6.49,6.69,0.93,0.73,27,0,1,0.24
760,Sepia officinalis_Greece_Mediterranean and Black Sea,Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",Greece,Mediterranean and Black Sea,52.7,46.1,61.4,526.5,526.5,526.5,473.8,465.1,480.4,0.93,0.73,1950,0,1,0.24
761,Sepia officinalis_Israel_Mediterranean and Black Sea,Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",Israel,Mediterranean and Black Sea,0.2,0.2,0.2,1.89,1.89,1.89,1.69,1.69,1.69,0.93,0.73,7,0,1,0.24
762,Sepia officinalis_Libya_Mediterranean and Black Sea,Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",Libya,Mediterranean and Black Sea,28.1,24.6,32.8,280.8,280.8,280.8,252.7,248,256.2,0.93,0.73,1040,0,1,0.24
763,Sepia officinalis_Malta_Mediterranean and Black Sea,Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",Malta,Mediterranean and Black Sea,0.3,0.2,0.3,2.7,2.7,2.7,2.4,2.4,2.5,0.93,0.73,10,0,1,0.24
764,"Sepia officinalis_Netherlands_Atlantic, Northeast",Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",Netherlands,"Atlantic, Northeast",6.4,5.6,7.5,63.99,63.99,63.99,57.59,56.49,58.39,0.93,0.73,237,0,1,0.24
765,"Sepia officinalis_Portugal_Atlantic, Northeast",Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",Portugal,"Atlantic, Northeast",33.1,28.9,38.6,330.75,330.75,330.75,297.65,292.15,301.85,0.93,0.73,1225,0,1,0.24
766,Sepia officinalis_Slovenia_Mediterranean and Black Sea,Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",Slovenia,Mediterranean and Black Sea,0.2,0.2,0.3,2.43,2.43,2.43,2.23,2.13,2.23,0.93,0.73,9,0,1,0.25
767,"Sepia officinalis_Spain_Atlantic, Northeast",Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",Spain,"Atlantic, Northeast",38.2,33.4,44.5,381.78,381.78,381.78,343.58,337.28,348.38,0.93,0.73,1414,0.045,1,0.24
768,Sepia officinalis_Tunisia_Mediterranean and Black Sea,Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",Tunisia,Mediterranean and Black Sea,130.4,114.1,152.1,1303.83,1303.83,1303.83,1173.43,1151.73,1189.73,0.93,0.73,4829,0,1,0.24
769,Sepia officinalis_Turkey_Mediterranean and Black Sea,Common cuttlefish,Sepia officinalis,mollusc,"Squids, cuttlefishes, octopuses",Turkey,Mediterranean and Black Sea,25,21.8,29.1,249.75,249.75,249.75,224.75,220.65,227.95,0.93,0.73,925,0,1,0.24
770,"Turbo cornutus_Japan_Pacific, Northwest",Horned turban,Turbo cornutus,mollusc,"Abalones, winkles, conchs",Japan,"Pacific, Northwest",1732.5,1515.9,2021.2,3465,3465,3465,1732.5,1443.8,1949.1,0.65,0.45,6300,0,1,0.28
771,"Turbo cornutus_Korea, Republic of_Pacific, Northwest",Horned turban,Turbo cornutus,mollusc,"Abalones, winkles, conchs","Korea, Republic of","Pacific, Northwest",581.6,508.9,678.6,1163.25,1163.25,1163.25,581.65,484.65,654.35,0.65,0.45,2115,0,1,0.28
772,"Venerupis pullastra_France_Atlantic, Northeast",Pullet carpet shell,Venerupis pullastra,mollusc,"Clams, cockles, arkshells",France,"Atlantic, Northeast",181.2,158.6,211.4,362.45,362.45,362.45,181.25,151.05,203.85,0.65,0.45,659,0,1,0.28
