,ID,Sp_name,Sci_name,Group,ISSCAAP,Country,Fishing_area,AQ_median,AQ_q25,AQ_q75,AQ_medianNOW,AQ_q25NOW,AQ_q75NOW,Net_Median,Net_q25,Net_q75,Larval_M,Adult_M,CAPSUM_tonnes,AQSUM_tonnes,Positive,Percent_spared
59,"Centropomus undecimalis_Venezuela, Boliv Rep of_Atlantic, Western Central",Common snook,Centropomus undecimalis,finfish,Miscellaneous coastal fishes,"Venezuela, Boliv Rep of","Atlantic, Western Central",720,630,840,1482.3,1482.3,1482.3,762.3,642.3,852.3,0.66,0.46,2745,0,1,0.28
60,"Cromileptes altivelis_Indonesia_Indian Ocean, Eastern",Humpback grouper,Cromileptes altivelis,finfish,Miscellaneous coastal fishes,Indonesia,"Indian Ocean, Eastern",1973,1726.3,2301.8,2762.2,2762.2,2762.2,789.2,460.4,1035.9,0.5,0.3,3946,0,1,0.2
61,"Cromileptes altivelis_Indonesia_Pacific, Western Central",Humpback grouper,Cromileptes altivelis,finfish,Miscellaneous coastal fishes,Indonesia,"Pacific, Western Central",4508.5,3944.9,5259.9,6311.9,6311.9,6311.9,1803.4,1052,2367,0.5,0.3,9017,0,1,0.2
62,Dentex dentex_Albania_Mediterranean and Black Sea,Common dentex,Dentex dentex,finfish,Miscellaneous coastal fishes,Albania,Mediterranean and Black Sea,12,10.5,14,14.22,14.22,14.22,2.22,0.22,3.72,0.41,0.21,18,0,1,0.12
63,Dentex dentex_Algeria_Mediterranean and Black Sea,Common dentex,Dentex dentex,finfish,Miscellaneous coastal fishes,Algeria,Mediterranean and Black Sea,6,5.2,7,7.11,7.11,7.11,1.11,0.11,1.91,0.41,0.21,9,0,1,0.12
64,Dentex dentex_Croatia_Mediterranean and Black Sea,Common dentex,Dentex dentex,finfish,Miscellaneous coastal fishes,Croatia,Mediterranean and Black Sea,14.1,12.3,16.4,16.5,16.4,16.7,2.4,0.3,4.1,0.41,0.21,20,1.106,1,0.12
65,Dentex dentex_Cyprus_Mediterranean and Black Sea,Common dentex,Dentex dentex,finfish,Miscellaneous coastal fishes,Cyprus,Mediterranean and Black Sea,1.3,1.2,1.5,1.58,1.58,1.58,0.28,0.08,0.38,0.41,0.21,2,0,1,0.14
66,Dentex dentex_France_Mediterranean and Black Sea,Common dentex,Dentex dentex,finfish,Miscellaneous coastal fishes,France,Mediterranean and Black Sea,7.3,6.4,8.5,8.69,8.69,8.69,1.39,0.19,2.29,0.41,0.21,11,0,1,0.13
67,"Dentex dentex_Greece_Atlantic, Eastern Central",Common dentex,Dentex dentex,finfish,Miscellaneous coastal fishes,Greece,"Atlantic, Eastern Central",5.3,4.7,6.2,6.32,6.32,6.32,1.02,0.12,1.62,0.41,0.21,8,0,1,0.13
68,Dentex dentex_Greece_Mediterranean and Black Sea,Common dentex,Dentex dentex,finfish,Miscellaneous coastal fishes,Greece,Mediterranean and Black Sea,171.1,149.7,199.6,203.03,203.03,203.03,31.93,3.43,53.33,0.41,0.21,257,0,1,0.12
69,"Dentex dentex_Italy_Atlantic, Eastern Central",Common dentex,Dentex dentex,finfish,Miscellaneous coastal fishes,Italy,"Atlantic, Eastern Central",1.3,1.2,1.5,1.58,1.58,1.58,0.28,0.08,0.38,0.41,0.21,2,0,1,0.14
70,Dentex dentex_Italy_Mediterranean and Black Sea,Common dentex,Dentex dentex,finfish,Miscellaneous coastal fishes,Italy,Mediterranean and Black Sea,117.2,102.5,136.7,139.04,139.04,139.04,21.84,2.34,36.54,0.41,0.21,176,0,1,0.12
71,Dentex dentex_Libya_Mediterranean and Black Sea,Common dentex,Dentex dentex,finfish,Miscellaneous coastal fishes,Libya,Mediterranean and Black Sea,216.4,189.4,252.5,256.75,256.75,256.75,40.35,4.25,67.35,0.41,0.21,325,0,1,0.12
72,Dentex dentex_Malta_Mediterranean and Black Sea,Common dentex,Dentex dentex,finfish,Miscellaneous coastal fishes,Malta,Mediterranean and Black Sea,4,3.5,4.7,4.74,4.74,4.74,0.74,0.04,1.24,0.41,0.21,6,0,1,0.12
73,Dentex dentex_Montenegro_Mediterranean and Black Sea,Common dentex,Dentex dentex,finfish,Miscellaneous coastal fishes,Montenegro,Mediterranean and Black Sea,7.3,6.4,8.5,8.69,8.69,8.69,1.39,0.19,2.29,0.41,0.21,11,0,1,0.13
74,"Dentex dentex_Portugal_Atlantic, Northeast",Common dentex,Dentex dentex,finfish,Miscellaneous coastal fishes,Portugal,"Atlantic, Northeast",5.3,4.7,6.2,6.32,6.32,6.32,1.02,0.12,1.62,0.41,0.21,8,0,1,0.13
75,"Dentex dentex_Spain_Atlantic, Northeast",Common dentex,Dentex dentex,finfish,Miscellaneous coastal fishes,Spain,"Atlantic, Northeast",12,10.5,14,14.22,14.22,14.22,2.22,0.22,3.72,0.41,0.21,18,0,1,0.12
76,"Dentex dentex_Spain_Atlantic, Eastern Central",Common dentex,Dentex dentex,finfish,Miscellaneous coastal fishes,Spain,"Atlantic, Eastern Central",52.6,46.1,61.4,62.41,62.41,62.41,9.81,1.01,16.31,0.41,0.21,79,0,1,0.12
77,Dentex dentex_Spain_Mediterranean and Black Sea,Common dentex,Dentex dentex,finfish,Miscellaneous coastal fishes,Spain,Mediterranean and Black Sea,62.6,54.7,73.1,74.26,74.26,74.26,11.66,1.16,19.56,0.41,0.21,94,0,1,0.12
78,Dentex dentex_Tunisia_Mediterranean and Black Sea,Common dentex,Dentex dentex,finfish,Miscellaneous coastal fishes,Tunisia,Mediterranean and Black Sea,169.8,148.6,198.1,201.45,201.45,201.45,31.65,3.35,52.85,0.41,0.21,255,0,1,0.12
79,Dentex dentex_Turkey_Mediterranean and Black Sea,Common dentex,Dentex dentex,finfish,Miscellaneous coastal fishes,Turkey,Mediterranean and Black Sea,64.6,56.5,75.4,71.26,67.66,76.06,6.66,0.66,11.16,0.41,0.21,54,43,1,0.12
80,Dentex gibbosus_Croatia_Mediterranean and Black Sea,Pink dentex,Dentex gibbosus,finfish,Miscellaneous coastal fishes,Croatia,Mediterranean and Black Sea,1.1,0.9,1.2,1.46,1.46,1.46,0.36,0.26,0.56,0.47,0.27,2,0,1,0.18
81,Dicentrarchus punctatus_Egypt_Mediterranean and Black Sea,Spotted seabass,Dicentrarchus punctatus,finfish,Miscellaneous coastal fishes,Egypt,Mediterranean and Black Sea,266.8,233.4,311.3,306.18,306.18,306.18,39.38,-5.12,72.78,0.39,0.19,378,0,1,0.1
82,"Dicentrarchus punctatus_France_Atlantic, Northeast",Spotted seabass,Dicentrarchus punctatus,finfish,Miscellaneous coastal fishes,France,"Atlantic, Northeast",88.9,77.8,103.8,102.06,102.06,102.06,13.16,-1.74,24.26,0.39,0.19,126,0,1,0.1
83,Dicentrarchus punctatus_Libya_Mediterranean and Black Sea,Spotted seabass,Dicentrarchus punctatus,finfish,Miscellaneous coastal fishes,Libya,Mediterranean and Black Sea,67.1,58.7,78.2,76.95,76.95,76.95,9.85,-1.25,18.25,0.39,0.19,95,0,1,0.1
84,"Dicentrarchus punctatus_Mauritania_Atlantic, Eastern Central",Spotted seabass,Dicentrarchus punctatus,finfish,Miscellaneous coastal fishes,Mauritania,"Atlantic, Eastern Central",153.2,134,178.7,175.77,175.77,175.77,22.57,-2.93,41.77,0.39,0.19,217,0,1,0.1
85,"Dicentrarchus punctatus_Portugal_Atlantic, Northeast",Spotted seabass,Dicentrarchus punctatus,finfish,Miscellaneous coastal fishes,Portugal,"Atlantic, Northeast",31.8,27.8,37.1,36.45,36.45,36.45,4.65,-0.65,8.65,0.39,0.19,45,0,1,0.1
86,"Dicentrarchus punctatus_Senegal_Atlantic, Eastern Central",Spotted seabass,Dicentrarchus punctatus,finfish,Miscellaneous coastal fishes,Senegal,"Atlantic, Eastern Central",82.5,72.3,96.4,94.77,94.77,94.77,12.27,-1.63,22.47,0.39,0.19,117,0,1,0.1
87,"Dicentrarchus punctatus_Spain_Atlantic, Northeast",Spotted seabass,Dicentrarchus punctatus,finfish,Miscellaneous coastal fishes,Spain,"Atlantic, Northeast",15.6,13.6,18.1,17.82,17.82,17.82,2.22,-0.28,4.22,0.39,0.19,22,0,1,0.1
88,Diplodus sargus_Algeria_Mediterranean and Black Sea,White seabream,Diplodus sargus,finfish,Miscellaneous coastal fishes,Algeria,Mediterranean and Black Sea,49.3,43.2,57.5,76.7,76.7,76.7,27.4,19.2,33.5,0.55,0.35,118,0,1,0.23
89,Diplodus sargus_Croatia_Mediterranean and Black Sea,White seabream,Diplodus sargus,finfish,Miscellaneous coastal fishes,Croatia,Mediterranean and Black Sea,1.2,1.1,1.4,1.95,1.95,1.95,0.75,0.55,0.85,0.55,0.35,3,0,1,0.25
90,Diplodus sargus_Cyprus_Mediterranean and Black Sea,White seabream,Diplodus sargus,finfish,Miscellaneous coastal fishes,Cyprus,Mediterranean and Black Sea,5.8,5.1,6.8,9.1,9.1,9.1,3.3,2.3,4,0.55,0.35,14,0,1,0.24
91,Diplodus sargus_Egypt_Mediterranean and Black Sea,White seabream,Diplodus sargus,finfish,Miscellaneous coastal fishes,Egypt,Mediterranean and Black Sea,190.1,166.4,221.8,295.75,295.75,295.75,105.65,73.95,129.35,0.55,0.35,455,0,1,0.23
92,"Diplodus sargus_France_Atlantic, Northeast",White seabream,Diplodus sargus,finfish,Miscellaneous coastal fishes,France,"Atlantic, Northeast",124.5,108.9,145.3,193.7,193.7,193.7,69.2,48.4,84.8,0.55,0.35,298,0,1,0.23
93,Diplodus sargus_France_Mediterranean and Black Sea,White seabream,Diplodus sargus,finfish,Miscellaneous coastal fishes,France,Mediterranean and Black Sea,28,24.5,32.7,43.55,43.55,43.55,15.55,10.85,19.05,0.55,0.35,67,0,1,0.23
94,Diplodus sargus_Greece_Mediterranean and Black Sea,White seabream,Diplodus sargus,finfish,Miscellaneous coastal fishes,Greece,Mediterranean and Black Sea,141.6,124,165.2,220.35,220.35,220.35,78.75,55.15,96.35,0.55,0.35,339,0,1,0.23
95,Diplodus sargus_Italy_Mediterranean and Black Sea,White seabream,Diplodus sargus,finfish,Miscellaneous coastal fishes,Italy,Mediterranean and Black Sea,73.1,64,85.3,112.85,112.55,113.15,39.75,27.85,48.55,0.55,0.35,171,4,1,0.23
96,Diplodus sargus_Lebanon_Mediterranean and Black Sea,White seabream,Diplodus sargus,finfish,Miscellaneous coastal fishes,Lebanon,Mediterranean and Black Sea,99.8,87.4,116.5,155.35,155.35,155.35,55.55,38.85,67.95,0.55,0.35,239,0,1,0.23
97,Diplodus sargus_Libya_Mediterranean and Black Sea,White seabream,Diplodus sargus,finfish,Miscellaneous coastal fishes,Libya,Mediterranean and Black Sea,208.9,182.8,243.8,325,325,325,116.1,81.2,142.2,0.55,0.35,500,0,1,0.23
98,"Diplodus sargus_Lithuania_Atlantic, Eastern Central",White seabream,Diplodus sargus,finfish,Miscellaneous coastal fishes,Lithuania,"Atlantic, Eastern Central",2.1,1.8,2.4,3.25,3.25,3.25,1.15,0.85,1.45,0.55,0.35,5,0,1,0.23
99,Diplodus sargus_Malta_Mediterranean and Black Sea,White seabream,Diplodus sargus,finfish,Miscellaneous coastal fishes,Malta,Mediterranean and Black Sea,5.5,4.7,6.4,8.45,8.45,8.45,2.95,2.05,3.75,0.55,0.35,13,0,1,0.23
100,"Diplodus sargus_Portugal_Atlantic, Northeast",White seabream,Diplodus sargus,finfish,Miscellaneous coastal fishes,Portugal,"Atlantic, Northeast",169.1,148,197.3,262.25,262.05,262.45,93.15,65.15,114.05,0.55,0.35,401,3.77,1,0.23
101,"Diplodus sargus_Spain_Atlantic, Northeast",White seabream,Diplodus sargus,finfish,Miscellaneous coastal fishes,Spain,"Atlantic, Northeast",288.3,252.3,336.4,447.75,447.65,447.95,159.45,111.55,195.35,0.55,0.35,687,2.975,1,0.23
102,Diplodus sargus_Spain_Mediterranean and Black Sea,White seabream,Diplodus sargus,finfish,Miscellaneous coastal fishes,Spain,Mediterranean and Black Sea,64.3,56.3,75.1,100.1,100.1,100.1,35.8,25,43.8,0.55,0.35,154,0,1,0.23
103,Diplodus sargus_Syrian Arab Republic_Mediterranean and Black Sea,White seabream,Diplodus sargus,finfish,Miscellaneous coastal fishes,Syrian Arab Republic,Mediterranean and Black Sea,25.1,22,29.2,39,39,39,13.9,9.8,17,0.55,0.35,60,0,1,0.23
104,Diplodus sargus_Tunisia_Mediterranean and Black Sea,White seabream,Diplodus sargus,finfish,Miscellaneous coastal fishes,Tunisia,Mediterranean and Black Sea,231.5,202.5,270.1,360.1,360.1,360.1,128.6,90,157.6,0.55,0.35,554,0,1,0.23
105,Diplodus vulgaris_Croatia_Mediterranean and Black Sea,Common two-banded seabream,Diplodus vulgaris,finfish,Miscellaneous coastal fishes,Croatia,Mediterranean and Black Sea,5.8,5.1,6.8,10.2,10.2,10.2,4.4,3.4,5.1,0.6,0.4,17,0,1,0.26
106,Diplodus vulgaris_Cyprus_Mediterranean and Black Sea,Common two-banded seabream,Diplodus vulgaris,finfish,Miscellaneous coastal fishes,Cyprus,Mediterranean and Black Sea,0.7,0.6,0.8,1.2,1.2,1.2,0.5,0.4,0.6,0.6,0.4,2,0,1,0.25
107,Diplodus vulgaris_France_Mediterranean and Black Sea,Common two-banded seabream,Diplodus vulgaris,finfish,Miscellaneous coastal fishes,France,Mediterranean and Black Sea,1,0.9,1.2,1.8,1.8,1.8,0.8,0.6,0.9,0.6,0.4,3,0,1,0.27
108,Diplodus vulgaris_Israel_Mediterranean and Black Sea,Common two-banded seabream,Diplodus vulgaris,finfish,Miscellaneous coastal fishes,Israel,Mediterranean and Black Sea,24,21,28,42,42,42,18,14,21,0.6,0.4,70,0,1,0.26
109,Diplodus vulgaris_Italy_Mediterranean and Black Sea,Common two-banded seabream,Diplodus vulgaris,finfish,Miscellaneous coastal fishes,Italy,Mediterranean and Black Sea,62.4,54.6,72.8,109.2,109.2,109.2,46.8,36.4,54.6,0.6,0.4,182,0,1,0.26
110,Diplodus vulgaris_Malta_Mediterranean and Black Sea,Common two-banded seabream,Diplodus vulgaris,finfish,Miscellaneous coastal fishes,Malta,Mediterranean and Black Sea,0.4,0.3,0.4,0.6,0.6,0.6,0.2,0.2,0.3,0.6,0.4,1,0,1,0.2
111,"Diplodus vulgaris_Portugal_Atlantic, Northeast",Common two-banded seabream,Diplodus vulgaris,finfish,Miscellaneous coastal fishes,Portugal,"Atlantic, Northeast",126.2,110.4,147.2,220.8,220.8,220.8,94.6,73.6,110.4,0.6,0.4,368,0,1,0.26
112,"Diplodus vulgaris_Spain_Atlantic, Northeast",Common two-banded seabream,Diplodus vulgaris,finfish,Miscellaneous coastal fishes,Spain,"Atlantic, Northeast",31.9,27.9,37.2,55.8,55.8,55.8,23.9,18.6,27.9,0.6,0.4,93,0,1,0.26
113,Diplodus vulgaris_Spain_Mediterranean and Black Sea,Common two-banded seabream,Diplodus vulgaris,finfish,Miscellaneous coastal fishes,Spain,Mediterranean and Black Sea,21.2,18.6,24.8,37.2,37.2,37.2,16,12.4,18.6,0.6,0.4,62,0,1,0.26
114,Diplodus vulgaris_Tunisia_Mediterranean and Black Sea,Common two-banded seabream,Diplodus vulgaris,finfish,Miscellaneous coastal fishes,Tunisia,Mediterranean and Black Sea,30.5,26.7,35.6,53.4,53.4,53.4,22.9,17.8,26.7,0.6,0.4,89,0,1,0.26
115,"Eleutheronema tetradactylum_Indonesia_Indian Ocean, Eastern",Fourfinger threadfin,Eleutheronema tetradactylum,finfish,Miscellaneous coastal fishes,Indonesia,"Indian Ocean, Eastern",182.1,159.3,212.4,398.32,398.32,398.32,216.22,185.92,239.02,0.68,0.48,766,0,1,0.28
116,"Eleutheronema tetradactylum_Indonesia_Pacific, Western Central",Fourfinger threadfin,Eleutheronema tetradactylum,finfish,Miscellaneous coastal fishes,Indonesia,"Pacific, Western Central",2062.2,1804.4,2405.9,4511,4511,4511,2448.8,2105.1,2706.6,0.68,0.48,8675,0,1,0.28
117,"Eleutheronema tetradactylum_Iran (Islamic Rep. of)_Indian Ocean, Western",Fourfinger threadfin,Eleutheronema tetradactylum,finfish,Miscellaneous coastal fishes,Iran (Islamic Rep. of),"Indian Ocean, Western",379.4,332,442.6,829.92,829.92,829.92,450.52,387.32,497.92,0.68,0.48,1596,0,1,0.28
118,"Eleutheronema tetradactylum_Kuwait_Indian Ocean, Western",Fourfinger threadfin,Eleutheronema tetradactylum,finfish,Miscellaneous coastal fishes,Kuwait,"Indian Ocean, Western",8.8,7.7,10.2,19.24,19.24,19.24,10.44,9.04,11.54,0.68,0.48,37,0,1,0.28
119,"Eleutheronema tetradactylum_Pakistan_Indian Ocean, Western",Fourfinger threadfin,Eleutheronema tetradactylum,finfish,Miscellaneous coastal fishes,Pakistan,"Indian Ocean, Western",63,55.1,73.5,137.8,137.8,137.8,74.8,64.3,82.7,0.68,0.48,265,0,1,0.28
120,"Eleutheronema tetradactylum_Taiwan Province of China_Pacific, Northwest",Fourfinger threadfin,Eleutheronema tetradactylum,finfish,Miscellaneous coastal fishes,Taiwan Province of China,"Pacific, Northwest",138.8,121.5,162,303.68,303.68,303.68,164.88,141.68,182.18,0.68,0.48,584,0,1,0.28
121,"Epinephelus areolatus_Egypt_Indian Ocean, Western",Areolate grouper,Epinephelus areolatus,finfish,Miscellaneous coastal fishes,Egypt,"Indian Ocean, Western",44.2,38.7,51.6,67.32,67.32,67.32,23.12,15.72,28.62,0.54,0.34,102,0,1,0.23
122,"Epinephelus areolatus_Saudi Arabia_Indian Ocean, Western",Areolate grouper,Epinephelus areolatus,finfish,Miscellaneous coastal fishes,Saudi Arabia,"Indian Ocean, Western",207.3,181.4,241.9,315.48,315.48,315.48,108.18,73.58,134.08,0.54,0.34,478,0,1,0.23
123,"Epinephelus coioides_Iran (Islamic Rep. of)_Indian Ocean, Western",Orange-spotted grouper,Epinephelus coioides,finfish,Miscellaneous coastal fishes,Iran (Islamic Rep. of),"Indian Ocean, Western",3106.9,2718.5,3624.8,3686.14,3686.14,3686.14,579.24,61.34,967.64,0.41,0.21,4666,0,1,0.12
124,"Epinephelus coioides_Saudi Arabia_Indian Ocean, Western",Orange-spotted grouper,Epinephelus coioides,finfish,Miscellaneous coastal fishes,Saudi Arabia,"Indian Ocean, Western",31.3,27.4,36.5,37.13,37.13,37.13,5.83,0.63,9.73,0.41,0.21,47,0,1,0.12
125,"Epinephelus coioides_United Arab Emirates_Indian Ocean, Western",Orange-spotted grouper,Epinephelus coioides,finfish,Miscellaneous coastal fishes,United Arab Emirates,"Indian Ocean, Western",5333.5,4666.8,6222.4,6327.9,6327.9,6327.9,994.4,105.5,1661.1,0.41,0.21,8010,0,1,0.12
126,"Epinephelus fuscoguttatus_Saudi Arabia_Indian Ocean, Western",Brown-marbled grouper,Epinephelus fuscoguttatus,finfish,Miscellaneous coastal fishes,Saudi Arabia,"Indian Ocean, Western",32,28,37.3,41.44,41.44,41.44,9.44,4.14,13.44,0.46,0.26,56,0,1,0.17
127,"Epinephelus tauvina_Egypt_Indian Ocean, Western",Greasy grouper,Epinephelus tauvina,finfish,Miscellaneous coastal fishes,Egypt,"Indian Ocean, Western",58.2,51,68,68,68,68,9.8,0,17,0.4,0.2,85,0,1,0.12
128,"Epinephelus tauvina_Indonesia_Indian Ocean, Eastern",Greasy grouper,Epinephelus tauvina,finfish,Miscellaneous coastal fishes,Indonesia,"Indian Ocean, Eastern",3956.6,3462,4616,4616,4616,4616,659.4,0,1154,0.4,0.2,5770,0,1,0.11
129,"Epinephelus tauvina_Indonesia_Pacific, Western Central",Greasy grouper,Epinephelus tauvina,finfish,Miscellaneous coastal fishes,Indonesia,"Pacific, Western Central",8657.1,7575,10100,10100,10100,10100,1442.9,0,2525,0.4,0.2,12625,0,1,0.11
130,"Epinephelus tauvina_Saudi Arabia_Indian Ocean, Western",Greasy grouper,Epinephelus tauvina,finfish,Miscellaneous coastal fishes,Saudi Arabia,"Indian Ocean, Western",748.8,655.2,873.6,873.6,873.6,873.6,124.8,0,218.4,0.4,0.2,1092,0,1,0.11
131,"Gnathanodon speciosus_Bahrain_Indian Ocean, Western",Golden trevally,Gnathanodon speciosus,finfish,Miscellaneous pelagic fishes,Bahrain,"Indian Ocean, Western",14.9,13,17.3,40.02,40.02,40.02,25.12,22.72,27.02,0.74,0.54,87,0,1,0.29
132,"Gnathanodon speciosus_Qatar_Indian Ocean, Western",Golden trevally,Gnathanodon speciosus,finfish,Miscellaneous pelagic fishes,Qatar,"Indian Ocean, Western",38.3,33.5,44.7,103.04,103.04,103.04,64.74,58.34,69.54,0.74,0.54,224,0,1,0.29
133,"Gnathanodon speciosus_Saudi Arabia_Indian Ocean, Western",Golden trevally,Gnathanodon speciosus,finfish,Miscellaneous pelagic fishes,Saudi Arabia,"Indian Ocean, Western",119.1,104.2,138.9,320.62,320.62,320.62,201.52,181.72,216.42,0.74,0.54,697,0,1,0.29
134,"Gnathanodon speciosus_United Arab Emirates_Indian Ocean, Western",Golden trevally,Gnathanodon speciosus,finfish,Miscellaneous pelagic fishes,United Arab Emirates,"Indian Ocean, Western",287,251.2,334.9,772.8,772.8,772.8,485.8,437.9,521.6,0.74,0.54,1680,0,1,0.29
135,"Konosirus punctatus_Japan_Pacific, Northwest",Dotted gizzard shad,Konosirus punctatus,finfish,Shads,Japan,"Pacific, Northwest",1022.2,894.4,1192.5,2236,2236,2236,1213.8,1043.5,1341.6,0.68,0.48,4300,0,1,0.28
136,"Lethrinus miniatus_Taiwan Province of China_Pacific, Northwest",Trumpet emperor,Lethrinus miniatus,finfish,Miscellaneous coastal fishes,Taiwan Province of China,"Pacific, Northwest",7.1,6.2,8.3,11.05,11.05,11.05,3.95,2.75,4.85,0.55,0.35,17,0,1,0.23
137,"Lutjanus argentimaculatus_Malaysia_Indian Ocean, Eastern",Mangrove red snapper,Lutjanus argentimaculatus,finfish,Miscellaneous coastal fishes,Malaysia,"Indian Ocean, Eastern",895.5,783.6,1044.9,1062.55,1062.55,1062.55,167.05,17.65,278.95,0.41,0.21,1345,0,1,0.12
138,"Lutjanus argentimaculatus_Malaysia_Pacific, Western Central",Mangrove red snapper,Lutjanus argentimaculatus,finfish,Miscellaneous coastal fishes,Malaysia,"Pacific, Western Central",4893.4,4281.7,5708.9,5805.71,5805.71,5805.71,912.31,96.81,1524.01,0.41,0.21,7349,0,1,0.12
139,"Lutjanus argentimaculatus_Pakistan_Indian Ocean, Western",Mangrove red snapper,Lutjanus argentimaculatus,finfish,Miscellaneous coastal fishes,Pakistan,"Indian Ocean, Western",746.4,653.1,870.8,885.59,885.59,885.59,139.19,14.79,232.49,0.41,0.21,1121,0,1,0.12
140,"Lutjanus johnii_Iran (Islamic Rep. of)_Indian Ocean, Western",John's snapper,Lutjanus johnii,finfish,Miscellaneous coastal fishes,Iran (Islamic Rep. of),"Indian Ocean, Western",4035.8,3531.3,4708.4,4788.19,4788.19,4788.19,752.39,79.79,1256.89,0.41,0.21,6061,0,1,0.12
141,"Lutjanus malabaricus_Iran (Islamic Rep. of)_Indian Ocean, Western",Malabar blood snapper,Lutjanus malabaricus,finfish,Miscellaneous coastal fishes,Iran (Islamic Rep. of),"Indian Ocean, Western",1100.4,962.9,1283.8,1262.79,1262.79,1262.79,162.39,-21.01,299.89,0.39,0.19,1559,0,1,0.1
142,"Lutjanus malabaricus_Qatar_Indian Ocean, Western",Malabar blood snapper,Lutjanus malabaricus,finfish,Miscellaneous coastal fishes,Qatar,"Indian Ocean, Western",77.6,68,90.6,89.1,89.1,89.1,11.5,-1.5,21.1,0.39,0.19,110,0,1,0.1
143,"Megalops atlanticus_Brazil_Atlantic, Southwest",Tarpon,Megalops atlanticus,finfish,Miscellaneous coastal fishes,Brazil,"Atlantic, Southwest",684.3,598.8,798.3,694.2,694.2,694.2,9.9,-104.1,95.4,0.31,0.11,780,0,1,0.01
144,"Megalops atlanticus_Colombia_Atlantic, Western Central",Tarpon,Megalops atlanticus,finfish,Miscellaneous coastal fishes,Colombia,"Atlantic, Western Central",0.9,0.7,1.1,0.89,0.89,0.89,-0.01,-0.21,0.19,0.31,0.11,1,0,0,-0.01
145,"Megalops atlanticus_Dominican Republic_Atlantic, Western Central",Tarpon,Megalops atlanticus,finfish,Miscellaneous coastal fishes,Dominican Republic,"Atlantic, Western Central",37.7,33,44.1,38.27,38.27,38.27,0.57,-5.83,5.27,0.31,0.11,43,0,1,0.01
146,"Megalops atlanticus_French Guiana_Atlantic, Western Central",Tarpon,Megalops atlanticus,finfish,Miscellaneous coastal fishes,French Guiana,"Atlantic, Western Central",21.9,19.1,25.6,22.25,22.25,22.25,0.35,-3.35,3.15,0.31,0.11,25,0,1,0.01
147,"Megalops atlanticus_Mexico_Atlantic, Western Central",Tarpon,Megalops atlanticus,finfish,Miscellaneous coastal fishes,Mexico,"Atlantic, Western Central",0.9,0.7,1.1,0.89,0.89,0.89,-0.01,-0.21,0.19,0.31,0.11,1,0,0,-0.01
148,"Megalops atlanticus_Venezuela, Boliv Rep of_Atlantic, Western Central",Tarpon,Megalops atlanticus,finfish,Miscellaneous coastal fishes,"Venezuela, Boliv Rep of","Atlantic, Western Central",113.2,99,132,114.81,114.81,114.81,1.61,-17.19,15.81,0.31,0.11,129,0,1,0.01
149,"Melanogrammus aeglefinus_Belgium_Atlantic, Northeast",Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Belgium,"Atlantic, Northeast",73.5,64.3,85.8,102.9,102.9,102.9,29.4,17.1,38.6,0.5,0.3,147,0,1,0.2
150,"Melanogrammus aeglefinus_Canada_Atlantic, Northwest",Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Canada,"Atlantic, Northwest",7935.6,6943.6,9258.1,11109.7,11109.7,11109.7,3174.1,1851.6,4166.1,0.5,0.3,15871,0,1,0.2
151,"Melanogrammus aeglefinus_Denmark_Atlantic, Northeast",Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Denmark,"Atlantic, Northeast",1127,986.2,1314.8,1577.8,1577.8,1577.8,450.8,263,591.6,0.5,0.3,2254,0,1,0.2
152,"Melanogrammus aeglefinus_Estonia_Atlantic, Northwest",Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Estonia,"Atlantic, Northwest",12,10.5,14,16.8,16.8,16.8,4.8,2.8,6.3,0.5,0.3,24,0,1,0.2
153,"Melanogrammus aeglefinus_Faroe Islands_Atlantic, Northwest",Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Faroe Islands,"Atlantic, Northwest",0.5,0.4,0.6,0.7,0.7,0.7,0.2,0.1,0.3,0.5,0.3,1,0,1,0.2
154,"Melanogrammus aeglefinus_Faroe Islands_Atlantic, Northeast",Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Faroe Islands,"Atlantic, Northeast",3597,3147.3,4196.5,5035.8,5035.8,5035.8,1438.8,839.3,1888.5,0.5,0.3,7194,0,1,0.2
