ID,Sci_Name,Common,ISSCAAP,Sp.grp,Year,Country_name,Fishing_Area,Fishing_name,CAPSUM_tonnes,AQSUM_tonnes,TOTAL_tonnes,Binary,Early_M,Late_M
"Thunnus maccoyii_Japan_Pacific, Southwest",Thunnus maccoyii,Southern bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,81,"Pacific, Southwest",1631,0,1631,CBA,0.24,0.24
"Thunnus maccoyii_Korea, Republic of_Atlantic, Southeast",Thunnus maccoyii,Southern bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Korea, Republic of",47,"Atlantic, Southeast",687,0,687,CBA,0.24,0.24
"Thunnus maccoyii_Korea, Republic of_Indian Ocean, Western",Thunnus maccoyii,Southern bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Korea, Republic of",51,"Indian Ocean, Western",314,0,314,CBA,0.24,0.24
"Thunnus maccoyii_Korea, Republic of_Indian Ocean, Eastern",Thunnus maccoyii,Southern bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Korea, Republic of",57,"Indian Ocean, Eastern",120,0,120,CBA,0.24,0.24
"Thunnus maccoyii_New Zealand_Pacific, Southwest",Thunnus maccoyii,Southern bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,New Zealand,81,"Pacific, Southwest",951,0,951,CBA,0.24,0.24
"Thunnus maccoyii_South Africa_Atlantic, Southeast",Thunnus maccoyii,Southern bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,South Africa,47,"Atlantic, Southeast",32,0,32,CBA,0.24,0.24
"Thunnus maccoyii_South Africa_Indian Ocean, Western",Thunnus maccoyii,Southern bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,South Africa,51,"Indian Ocean, Western",6,0,6,CBA,0.24,0.24
"Thunnus maccoyii_Taiwan Province of China_Atlantic, Southeast",Thunnus maccoyii,Southern bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Taiwan Province of China,47,"Atlantic, Southeast",9,0,9,CBA,0.24,0.24
"Thunnus maccoyii_Taiwan Province of China_Indian Ocean, Western",Thunnus maccoyii,Southern bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Taiwan Province of China,51,"Indian Ocean, Western",1012,0,1012,CBA,0.24,0.24
"Thunnus maccoyii_Taiwan Province of China_Pacific, Southwest",Thunnus maccoyii,Southern bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Taiwan Province of China,81,"Pacific, Southwest",2,0,2,CBA,0.24,0.24
"Thunnus orientalis_Cook Islands_Pacific, Eastern Central",Thunnus orientalis,Pacific bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Cook Islands,77,"Pacific, Eastern Central",1,0,1,CBA,0.26,0.26
"Thunnus orientalis_Ecuador_Pacific, Eastern Central",Thunnus orientalis,Pacific bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Ecuador,77,"Pacific, Eastern Central",2,0,2,CBA,0.26,0.26
"Thunnus orientalis_Japan_Pacific, Northwest",Thunnus orientalis,Pacific bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,61,"Pacific, Northwest",7300,13413,20713,CBA,0.26,0.26
"Thunnus orientalis_Japan_Pacific, Western Central",Thunnus orientalis,Pacific bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,71,"Pacific, Western Central",7,0,7,CBA,0.26,0.26
"Thunnus orientalis_Japan_Pacific, Southwest",Thunnus orientalis,Pacific bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,81,"Pacific, Southwest",7,0,7,CBA,0.26,0.26
"Thunnus orientalis_Mexico_Pacific, Eastern Central",Thunnus orientalis,Pacific bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Mexico,77,"Pacific, Eastern Central",2816,8755.81181,11571.81181,CBA,0.26,0.26
"Thunnus orientalis_Micronesia, Fed.States of_Pacific, Western Central",Thunnus orientalis,Pacific bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Micronesia, Fed.States of",71,"Pacific, Western Central",1,0,1,CBA,0.26,0.26
"Thunnus orientalis_New Zealand_Pacific, Southwest",Thunnus orientalis,Pacific bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,New Zealand,81,"Pacific, Southwest",18,0,18,CBA,0.26,0.26
"Thunnus orientalis_Taiwan Province of China_Pacific, Northwest",Thunnus orientalis,Pacific bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Taiwan Province of China,61,"Pacific, Northwest",454,0,454,CBA,0.26,0.26
"Thunnus orientalis_United States of America_Pacific, Eastern Central",Thunnus orientalis,Pacific bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,United States of America,77,"Pacific, Eastern Central",355,0,355,CBA,0.26,0.26
Thunnus thynnus_Albania_Mediterranean and Black Sea,Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Albania,37,Mediterranean and Black Sea,47,0,47,CBA,0.14,0.14
Thunnus thynnus_Algeria_Mediterranean and Black Sea,Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Algeria,37,Mediterranean and Black Sea,448,0,448,CBA,0.14,0.14
"Thunnus thynnus_Canada_Atlantic, Northwest",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Canada,21,"Atlantic, Northwest",487,0,487,CBA,0.14,0.14
"Thunnus thynnus_China_Atlantic, Northeast",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,China,27,"Atlantic, Northeast",54,0,54,CBA,0.14,0.14
Thunnus thynnus_Croatia_Mediterranean and Black Sea,Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Croatia,37,Mediterranean and Black Sea,519,1470,1989,CBA,0.14,0.14
Thunnus thynnus_Cyprus_Mediterranean and Black Sea,Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Cyprus,37,Mediterranean and Black Sea,59,0,59,CBA,0.14,0.14
Thunnus thynnus_Egypt_Mediterranean and Black Sea,Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Egypt,37,Mediterranean and Black Sea,115,0,115,CBA,0.14,0.14
"Thunnus thynnus_France_Atlantic, Northeast",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,France,27,"Atlantic, Northeast",343,0,343,CBA,0.14,0.14
Thunnus thynnus_France_Mediterranean and Black Sea,Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,France,37,Mediterranean and Black Sea,3054,0,3054,CBA,0.14,0.14
Thunnus thynnus_Greece_Mediterranean and Black Sea,Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Greece,37,Mediterranean and Black Sea,218,0,218,CBA,0.14,0.14
"Thunnus thynnus_Iceland_Atlantic, Northeast",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Iceland,27,"Atlantic, Northeast",6,0,6,CBA,0.14,0.14
"Thunnus thynnus_Ireland_Atlantic, Northeast",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Ireland,27,"Atlantic, Northeast",34,0,34,CBA,0.14,0.14
Thunnus thynnus_Italy_Mediterranean and Black Sea,Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Italy,37,Mediterranean and Black Sea,2488,0,2488,CBA,0.14,0.14
"Thunnus thynnus_Japan_Atlantic, Northwest",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,21,"Atlantic, Northwest",345,0,345,CBA,0.14,0.14
"Thunnus thynnus_Japan_Atlantic, Northeast",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,27,"Atlantic, Northeast",1578,0,1578,CBA,0.14,0.14
"Thunnus thynnus_Korea, Republic of_Atlantic, Northeast",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Korea, Republic of",27,"Atlantic, Northeast",139,0,139,CBA,0.14,0.14
"Thunnus thynnus_Korea, Republic of_Atlantic, Eastern Central",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Korea, Republic of",34,"Atlantic, Eastern Central",22,0,22,CBA,0.14,0.14
Thunnus thynnus_Libya_Mediterranean and Black Sea,Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Libya,37,Mediterranean and Black Sea,1368,0,1368,CBA,0.14,0.14
Thunnus thynnus_Malta_Mediterranean and Black Sea,Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Malta,37,Mediterranean and Black Sea,212,3709,3921,CBA,0.14,0.14
"Thunnus thynnus_Mauritania_Atlantic, Eastern Central",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Mauritania,34,"Atlantic, Eastern Central",227,0,227,CBA,0.14,0.14
"Thunnus thynnus_Mexico_Atlantic, Western Central",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Mexico,31,"Atlantic, Western Central",74,0,74,CBA,0.14,0.14
"Thunnus thynnus_Morocco_Atlantic, Eastern Central",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Morocco,34,"Atlantic, Eastern Central",1433,0,1433,CBA,0.14,0.14
Thunnus thynnus_Morocco_Mediterranean and Black Sea,Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Morocco,37,Mediterranean and Black Sea,350,0,350,CBA,0.14,0.14
"Thunnus thynnus_Netherlands_Atlantic, Northeast",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Netherlands,27,"Atlantic, Northeast",2,0,2,CBA,0.14,0.14
"Thunnus thynnus_Norway_Atlantic, Northeast",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Norway,27,"Atlantic, Northeast",44,0,44,CBA,0.14,0.14
"Thunnus thynnus_Portugal_Atlantic, Northeast",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Portugal,27,"Atlantic, Northeast",320,0,320,CBA,0.14,0.14
"Thunnus thynnus_Portugal_Atlantic, Eastern Central",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Portugal,34,"Atlantic, Eastern Central",7,0,7,CBA,0.14,0.14
"Thunnus thynnus_Spain_Atlantic, Northeast",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Spain,27,"Atlantic, Northeast",2814,0,2814,CBA,0.14,0.14
"Thunnus thynnus_Spain_Atlantic, Eastern Central",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Spain,34,"Atlantic, Eastern Central",140,0,140,CBA,0.14,0.14
Thunnus thynnus_Spain_Mediterranean and Black Sea,Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Spain,37,Mediterranean and Black Sea,1479,910,2389,CBA,0.14,0.14
Thunnus thynnus_Syrian Arab Republic_Mediterranean and Black Sea,Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Syrian Arab Republic,37,Mediterranean and Black Sea,47,0,47,CBA,0.14,0.14
Thunnus thynnus_Tunisia_Mediterranean and Black Sea,Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Tunisia,37,Mediterranean and Black Sea,1461,50,1511,CBA,0.14,0.14
Thunnus thynnus_Turkey_Mediterranean and Black Sea,Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Turkey,37,Mediterranean and Black Sea,1324,770,2094,CBA,0.14,0.14
"Thunnus thynnus_United Kingdom_Atlantic, Northeast",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,United Kingdom,27,"Atlantic, Northeast",3,0,3,CBA,0.14,0.14
"Thunnus thynnus_United States of America_Atlantic, Northwest",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,United States of America,21,"Atlantic, Northwest",826,0,826,CBA,0.14,0.14
"Thunnus thynnus_United States of America_Atlantic, Western Central",Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,United States of America,31,"Atlantic, Western Central",30,0,30,CBA,0.14,0.14
"Trachinotus carolinus_United States of America_Atlantic, Northwest",Trachinotus carolinus,Florida pompano,Miscellaneous pelagic fishes,finfish,2016,United States of America,21,"Atlantic, Northwest",8,0,8,CBA,0.81,0.61
"Trachinotus carolinus_United States of America_Atlantic, Western Central",Trachinotus carolinus,Florida pompano,Miscellaneous pelagic fishes,finfish,2016,United States of America,31,"Atlantic, Western Central",167,0,167,CBA,0.81,0.61
"Trachurus japonicus_China_Pacific, Northwest",Trachurus japonicus,Japanese jack mackerel,Miscellaneous pelagic fishes,finfish,2016,China,61,"Pacific, Northwest",39712,0,39712,CBA,0.49,0.29
"Trachurus japonicus_Japan_Pacific, Northwest",Trachurus japonicus,Japanese jack mackerel,Miscellaneous pelagic fishes,finfish,2016,Japan,61,"Pacific, Northwest",128700,740,129440,CBA,0.49,0.29
"Trachurus japonicus_Korea, Republic of_Pacific, Northwest",Trachurus japonicus,Japanese jack mackerel,Miscellaneous pelagic fishes,finfish,2016,"Korea, Republic of",61,"Pacific, Northwest",24411,18,24429,CBA,0.49,0.29
"Trachurus japonicus_Taiwan Province of China_Pacific, Northwest",Trachurus japonicus,Japanese jack mackerel,Miscellaneous pelagic fishes,finfish,2016,Taiwan Province of China,61,"Pacific, Northwest",7433,0,7433,CBA,0.49,0.29
"Umbrina cirrosa_Greece_Atlantic, Eastern Central",Umbrina cirrosa,Shi drum,Miscellaneous coastal fishes,finfish,2016,Greece,34,"Atlantic, Eastern Central",110,0,110,CBA,0.62,0.42
Umbrina cirrosa_Greece_Mediterranean and Black Sea,Umbrina cirrosa,Shi drum,Miscellaneous coastal fishes,finfish,2016,Greece,37,Mediterranean and Black Sea,28,127.6,155.6,CBA,0.62,0.42
Umbrina cirrosa_Italy_Mediterranean and Black Sea,Umbrina cirrosa,Shi drum,Miscellaneous coastal fishes,finfish,2016,Italy,37,Mediterranean and Black Sea,93,150,243,CBA,0.62,0.42
Umbrina cirrosa_Lebanon_Mediterranean and Black Sea,Umbrina cirrosa,Shi drum,Miscellaneous coastal fishes,finfish,2016,Lebanon,37,Mediterranean and Black Sea,6,0,6,CBA,0.62,0.42
Umbrina cirrosa_Tunisia_Mediterranean and Black Sea,Umbrina cirrosa,Shi drum,Miscellaneous coastal fishes,finfish,2016,Tunisia,37,Mediterranean and Black Sea,31,0,31,CBA,0.62,0.42
Umbrina cirrosa_Turkey_Mediterranean and Black Sea,Umbrina cirrosa,Shi drum,Miscellaneous coastal fishes,finfish,2016,Turkey,37,Mediterranean and Black Sea,31,20,51,CBA,0.62,0.42
Artemia salina_Russian Federation_Mediterranean and Black Sea,Artemia salina,Brine shrimp,Miscellaneous marine crustaceans,crustacean,2016,Russian Federation,37,Mediterranean and Black Sea,331,0,331,CBA,0.88,0.68
"Artemia salina_United States of America_Pacific, Northeast",Artemia salina,Brine shrimp,Miscellaneous marine crustaceans,crustacean,2016,United States of America,67,"Pacific, Northeast",27,0,27,CBA,0.88,0.68
"Artemia salina_United States of America_Pacific, Eastern Central",Artemia salina,Brine shrimp,Miscellaneous marine crustaceans,crustacean,2016,United States of America,77,"Pacific, Eastern Central",300,0,300,CBA,0.88,0.68
"Carcinus maenas_France_Atlantic, Northeast",Carcinus maenas,Green crab,"Crabs, sea-spiders",crustacean,2016,France,27,"Atlantic, Northeast",138,0,138,CBA,0.82,0.62
"Carcinus maenas_Ireland_Atlantic, Northeast",Carcinus maenas,Green crab,"Crabs, sea-spiders",crustacean,2016,Ireland,27,"Atlantic, Northeast",1,0,1,CBA,0.82,0.62
"Carcinus maenas_Netherlands_Atlantic, Northeast",Carcinus maenas,Green crab,"Crabs, sea-spiders",crustacean,2016,Netherlands,27,"Atlantic, Northeast",12,0,12,CBA,0.82,0.62
"Carcinus maenas_Norway_Atlantic, Northeast",Carcinus maenas,Green crab,"Crabs, sea-spiders",crustacean,2016,Norway,27,"Atlantic, Northeast",5,0,5,CBA,0.82,0.62
"Carcinus maenas_Portugal_Atlantic, Northeast",Carcinus maenas,Green crab,"Crabs, sea-spiders",crustacean,2016,Portugal,27,"Atlantic, Northeast",41,0,41,CBA,0.82,0.62
"Carcinus maenas_Spain_Atlantic, Northeast",Carcinus maenas,Green crab,"Crabs, sea-spiders",crustacean,2016,Spain,27,"Atlantic, Northeast",19,0,19,CBA,0.82,0.62
"Carcinus maenas_United Kingdom_Atlantic, Northeast",Carcinus maenas,Green crab,"Crabs, sea-spiders",crustacean,2016,United Kingdom,27,"Atlantic, Northeast",363,0,363,CBA,0.82,0.62
"Carcinus maenas_United States of America_Atlantic, Northwest",Carcinus maenas,Green crab,"Crabs, sea-spiders",crustacean,2016,United States of America,21,"Atlantic, Northwest",64,0,64,CBA,0.82,0.62
"Maja squinado_Channel Islands_Atlantic, Northeast",Maja squinado,Spinous spider crab,"Crabs, sea-spiders",crustacean,2016,Channel Islands,27,"Atlantic, Northeast",180,0,180,CBA,0.82,0.62
Maja squinado_Croatia_Mediterranean and Black Sea,Maja squinado,Spinous spider crab,"Crabs, sea-spiders",crustacean,2016,Croatia,37,Mediterranean and Black Sea,15,0,15,CBA,0.82,0.62
"Maja squinado_France_Atlantic, Northeast",Maja squinado,Spinous spider crab,"Crabs, sea-spiders",crustacean,2016,France,27,"Atlantic, Northeast",5469,0,5469,CBA,0.82,0.62
Maja squinado_France_Mediterranean and Black Sea,Maja squinado,Spinous spider crab,"Crabs, sea-spiders",crustacean,2016,France,37,Mediterranean and Black Sea,4,0,4,CBA,0.82,0.62
"Maja squinado_Ireland_Atlantic, Northeast",Maja squinado,Spinous spider crab,"Crabs, sea-spiders",crustacean,2016,Ireland,27,"Atlantic, Northeast",77,0,77,CBA,0.82,0.62
"Maja squinado_Morocco_Atlantic, Eastern Central",Maja squinado,Spinous spider crab,"Crabs, sea-spiders",crustacean,2016,Morocco,34,"Atlantic, Eastern Central",50,0,50,CBA,0.82,0.62
"Maja squinado_Netherlands_Atlantic, Northeast",Maja squinado,Spinous spider crab,"Crabs, sea-spiders",crustacean,2016,Netherlands,27,"Atlantic, Northeast",1,0,1,CBA,0.82,0.62
"Maja squinado_Portugal_Atlantic, Northeast",Maja squinado,Spinous spider crab,"Crabs, sea-spiders",crustacean,2016,Portugal,27,"Atlantic, Northeast",33,0,33,CBA,0.82,0.62
"Maja squinado_Spain_Atlantic, Northeast",Maja squinado,Spinous spider crab,"Crabs, sea-spiders",crustacean,2016,Spain,27,"Atlantic, Northeast",280,0,280,CBA,0.82,0.62
Maja squinado_Spain_Mediterranean and Black Sea,Maja squinado,Spinous spider crab,"Crabs, sea-spiders",crustacean,2016,Spain,37,Mediterranean and Black Sea,2,0,2,CBA,0.82,0.62
"Maja squinado_United Kingdom_Atlantic, Northeast",Maja squinado,Spinous spider crab,"Crabs, sea-spiders",crustacean,2016,United Kingdom,27,"Atlantic, Northeast",351,0,351,CBA,0.82,0.62
"Panulirus argus_Anguilla_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Anguilla,31,"Atlantic, Western Central",290,0,290,CBA,0.89,0.69
"Panulirus argus_Antigua and Barbuda_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Antigua and Barbuda,31,"Atlantic, Western Central",165,0,165,CBA,0.89,0.69
"Panulirus argus_Bahamas_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Bahamas,31,"Atlantic, Western Central",8482,8,8490,CBA,0.89,0.69
"Panulirus argus_Belize_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Belize,31,"Atlantic, Western Central",774,0,774,CBA,0.89,0.69
"Panulirus argus_Bermuda_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Bermuda,31,"Atlantic, Western Central",30,0,30,CBA,0.89,0.69
"Panulirus argus_Bonaire/S.Eustatius/Saba_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Bonaire/S.Eustatius/Saba,31,"Atlantic, Western Central",70,0,70,CBA,0.89,0.69
"Panulirus argus_Brazil_Atlantic, Southwest",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Brazil,41,"Atlantic, Southwest",6100,0,6100,CBA,0.89,0.69
"Panulirus argus_British Virgin Islands_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,British Virgin Islands,31,"Atlantic, Western Central",40,0,40,CBA,0.89,0.69
"Panulirus argus_Colombia_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Colombia,31,"Atlantic, Western Central",3,0,3,CBA,0.89,0.69
"Panulirus argus_Costa Rica_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Costa Rica,31,"Atlantic, Western Central",9,0,9,CBA,0.89,0.69
"Panulirus argus_Cuba_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Cuba,31,"Atlantic, Western Central",4634,0,4634,CBA,0.89,0.69
"Panulirus argus_Dominican Republic_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Dominican Republic,31,"Atlantic, Western Central",1562,0,1562,CBA,0.89,0.69
"Panulirus argus_Grenada_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Grenada,31,"Atlantic, Western Central",30,0,30,CBA,0.89,0.69
"Panulirus argus_Haiti_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Haiti,31,"Atlantic, Western Central",250,0,250,CBA,0.89,0.69
"Panulirus argus_Honduras_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Honduras,31,"Atlantic, Western Central",6100,0,6100,CBA,0.89,0.69
"Panulirus argus_Jamaica_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Jamaica,31,"Atlantic, Western Central",350,0,350,CBA,0.89,0.69
"Panulirus argus_Martinique_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Martinique,31,"Atlantic, Western Central",90,0,90,CBA,0.89,0.69
"Panulirus argus_Mexico_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Mexico,31,"Atlantic, Western Central",822,0,822,CBA,0.89,0.69
"Panulirus argus_Nicaragua_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Nicaragua,31,"Atlantic, Western Central",6450,0,6450,CBA,0.89,0.69
"Panulirus argus_Puerto Rico_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Puerto Rico,31,"Atlantic, Western Central",118,0,118,CBA,0.89,0.69
"Panulirus argus_Saint Kitts and Nevis_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Saint Kitts and Nevis,31,"Atlantic, Western Central",18,0,18,CBA,0.89,0.69
"Panulirus argus_Saint Vincent/Grenadines_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Saint Vincent/Grenadines,31,"Atlantic, Western Central",56,0,56,CBA,0.89,0.69
"Panulirus argus_Trinidad and Tobago_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Trinidad and Tobago,31,"Atlantic, Western Central",21,0,21,CBA,0.89,0.69
"Panulirus argus_Turks and Caicos Is._Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,Turks and Caicos Is.,31,"Atlantic, Western Central",250,0,250,CBA,0.89,0.69
"Panulirus argus_United States of America_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,United States of America,31,"Atlantic, Western Central",2350,0,2350,CBA,0.89,0.69
"Panulirus argus_US Virgin Islands_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,US Virgin Islands,31,"Atlantic, Western Central",69,0,69,CBA,0.89,0.69
"Panulirus argus_Venezuela, Boliv Rep of_Atlantic, Western Central",Panulirus argus,Caribbean spiny lobster,"Lobsters, spiny-rock lobsters",crustacean,2016,"Venezuela, Boliv Rep of",31,"Atlantic, Western Central",103,0,103,CBA,0.89,0.69
Penaeus kerathurus_Albania_Mediterranean and Black Sea,Penaeus kerathurus,Caramote prawn,"Shrimps, prawns",crustacean,2016,Albania,37,Mediterranean and Black Sea,34,0,34,CBA,0.82,0.62
"Penaeus kerathurus_Greece_Atlantic, Eastern Central",Penaeus kerathurus,Caramote prawn,"Shrimps, prawns",crustacean,2016,Greece,34,"Atlantic, Eastern Central",6,0,6,CBA,0.82,0.62
Penaeus kerathurus_Greece_Mediterranean and Black Sea,Penaeus kerathurus,Caramote prawn,"Shrimps, prawns",crustacean,2016,Greece,37,Mediterranean and Black Sea,1404,0,1404,CBA,0.82,0.62
"Penaeus kerathurus_Italy_Atlantic, Eastern Central",Penaeus kerathurus,Caramote prawn,"Shrimps, prawns",crustacean,2016,Italy,34,"Atlantic, Eastern Central",9,0,9,CBA,0.82,0.62
Penaeus kerathurus_Italy_Mediterranean and Black Sea,Penaeus kerathurus,Caramote prawn,"Shrimps, prawns",crustacean,2016,Italy,37,Mediterranean and Black Sea,1117,0,1117,CBA,0.82,0.62
Penaeus kerathurus_Libya_Mediterranean and Black Sea,Penaeus kerathurus,Caramote prawn,"Shrimps, prawns",crustacean,2016,Libya,37,Mediterranean and Black Sea,430,0,430,CBA,0.82,0.62
Penaeus kerathurus_Slovenia_Mediterranean and Black Sea,Penaeus kerathurus,Caramote prawn,"Shrimps, prawns",crustacean,2016,Slovenia,37,Mediterranean and Black Sea,5,0,5,CBA,0.82,0.62
"Penaeus kerathurus_Spain_Atlantic, Eastern Central",Penaeus kerathurus,Caramote prawn,"Shrimps, prawns",crustacean,2016,Spain,34,"Atlantic, Eastern Central",314,0,314,CBA,0.82,0.62
Penaeus kerathurus_Spain_Mediterranean and Black Sea,Penaeus kerathurus,Caramote prawn,"Shrimps, prawns",crustacean,2016,Spain,37,Mediterranean and Black Sea,109,0,109,CBA,0.82,0.62
